big_type,big_code,mid_type,mid_code,small_type,small_code
供应链/物流,240000,仓储,240200,仓库经理,240201
供应链/物流,240000,仓储,240200,仓库管理员,240204
供应链/物流,240000,仓储,240200,仓库文员,240205
供应链/物流,240000,仓储,240200,配/理/拣/发货,240206
供应链/物流,240000,交通/运输,240300,交通/运输,240399
供应链/物流,240000,交通/运输,240300,商务司机,150208
供应链/物流,240000,交通/运输,240300,网约车司机,240305
供应链/物流,240000,交通/运输,240300,代驾司机,240306
供应链/物流,240000,交通/运输,240300,驾校教练,240307
供应链/物流,240000,交通/运输,240300,货运司机,240301
供应链/物流,240000,交通/运输,240300,配送员,240303
供应链/物流,240000,交通/运输,240300,快递员,240304
供应链/物流,240000,交通/运输,240300,运输经理/主管,240110
供应链/物流,240000,高端供应链职位,240400,高端供应链职位,240499
供应链/物流,240000,高端供应链职位,240400,供应链总监,240401
供应链/物流,240000,高端供应链职位,240400,物流总监,240402
供应链/物流,240000,其他供应链职位,240500,其他供应链职位,240501
房地产/建筑,220000,房地产规划开发,220100,房地产规划开发,220199
房地产/建筑,220000,房地产规划开发,220100,房地产策划,220101
房地产/建筑,220000,房地产规划开发,220100,地产项目管理,220102
房地产/建筑,220000,房地产规划开发,220100,地产招投标,220103
房地产/建筑,220000,房地产规划开发,220100,房产评估师,220302
房地产/建筑,220000,设计装修与市政建设,220200,设计装修与市政建设,220299
房地产/建筑,220000,设计装修与市政建设,220200,建筑工程师,220202
房地产/建筑,220000,设计装修与市政建设,220200,建筑设计师,220203
房地产/建筑,220000,设计装修与市政建设,220200,土木/土建/结构工程师,220204
房地产/建筑,220000,设计装修与市政建设,220200,室内设计,220205
房地产/建筑,220000,设计装修与市政建设,220200,园林/景观设计,220206
房地产/建筑,220000,设计装修与市政建设,220200,城市规划设计,220207
房地产/建筑,220000,设计装修与市政建设,220200,工程监理,220208
房地产/建筑,220000,设计装修与市政建设,220200,工程造价,220209
房地产/建筑,220000,设计装修与市政建设,220200,工程预算,220210
房地产/建筑,220000,设计装修与市政建设,220200,资料员,220211
房地产/建筑,220000,设计装修与市政建设,220200,建筑施工现场管理,220212
房地产/建筑,220000,设计装修与市政建设,220200,弱电工程师,220213
房地产/建筑,220000,设计装修与市政建设,220200,给排水工程师,220214
房地产/建筑,220000,设计装修与市政建设,220200,暖通工程师,220215
房地产/建筑,220000,设计装修与市政建设,220200,幕墙工程师,220216
房地产/建筑,220000,设计装修与市政建设,220200,软装设计师,220217
房地产/建筑,220000,设计装修与市政建设,220200,施工员,220218
房地产/建筑,220000,设计装修与市政建设,220200,测绘/测量,220219
房地产/建筑,220000,设计装修与市政建设,220200,材料员,220220
房地产/建筑,220000,设计装修与市政建设,220200,BIM工程师,220221
房地产/建筑,220000,设计装修与市政建设,220200,装修项目经理,220222
房地产/建筑,220000,设计装修与市政建设,220200,建筑机电工程师,220223
房地产/建筑,220000,设计装修与市政建设,220200,消防工程师,220224
房地产/建筑,220000,设计装修与市政建设,220200,施工安全员,220225
房地产/建筑,220000,物业管理,220400,物业经理,220401
房地产/建筑,220000,物业管理,220400,物业维修,220404
房地产/建筑,220000,物业管理,220400,绿化工,220405
房地产/建筑,220000,物业管理,220400,物业管理员,220406
房地产/建筑,220000,高端房地产职位,220500,高端房地产职位,220599
房地产/建筑,220000,高端房地产职位,220500,地产项目总监,220501
房地产/建筑,220000,高端房地产职位,220500,地产策划总监,220502
房地产/建筑,220000,高端房地产职位,220500,地产招投标总监,220503
房地产/建筑,220000,其他房地产职位,220600,其他房地产职位,220601
农/林/牧/渔,400000,农业/林业,400100,农业/林业技术员,400101
农/林/牧/渔,400000,畜牧/渔业,400200,饲养员,400201
农/林/牧/渔,400000,畜牧/渔业,400200,禽畜/水产养殖技术员,400202
农/林/牧/渔,400000,畜牧/渔业,400200,畜牧兽医,400203
咨询/翻译/法律,260000,咨询/调研,260100,咨询/调研,260199
咨询/翻译/法律,260000,咨询/调研,260100,知识产权/专利/商标代理人,260111
咨询/翻译/法律,260000,咨询/调研,260100,心理咨询师,260112
咨询/翻译/法律,260000,咨询/调研,260100,婚恋咨询师,260113
咨询/翻译/法律,260000,咨询/调研,260100,企业管理咨询,260101
咨询/翻译/法律,260000,咨询/调研,260100,咨询总监,260401
咨询/翻译/法律,260000,咨询/调研,260100,数据分析师,260102
咨询/翻译/法律,260000,咨询/调研,260100,咨询经理,260402
咨询/翻译/法律,260000,咨询/调研,260100,财务咨询顾问,260103
咨询/翻译/法律,260000,咨询/调研,260100,IT咨询顾问,260104
咨询/翻译/法律,260000,咨询/调研,260100,人力资源咨询顾问,260105
咨询/翻译/法律,260000,咨询/调研,260100,咨询项目管理,260106
咨询/翻译/法律,260000,咨询/调研,260100,战略咨询,260107
咨询/翻译/法律,260000,咨询/调研,260100,猎头顾问,260108
咨询/翻译/法律,260000,咨询/调研,260100,市场调研,260109
咨询/翻译/法律,260000,咨询/调研,260100,其他咨询顾问,260110
咨询/翻译/法律,260000,律师,260200,专利律师,150503
咨询/翻译/法律,260000,律师,260200,知识产权律师,260203
咨询/翻译/法律,260000,律师,260200,律师助理,260204
咨询/翻译/法律,260000,律师,260200,事务所律师,260201
咨询/翻译/法律,260000,律师,260200,法务,260202
咨询/翻译/法律,260000,翻译,260300,英语翻译,260301
咨询/翻译/法律,260000,翻译,260300,日语翻译,260302
咨询/翻译/法律,260000,翻译,260300,韩语/朝鲜语翻译,260303
咨询/翻译/法律,260000,翻译,260300,法语翻译,260304
咨询/翻译/法律,260000,翻译,260300,德语翻译,260305
咨询/翻译/法律,260000,翻译,260300,俄语翻译,260306
咨询/翻译/法律,260000,翻译,260300,西班牙语翻译,260307
咨询/翻译/法律,260000,翻译,260300,其他语种翻译,260308
咨询/翻译/法律,260000,其他咨询类职位,260500,其他咨询/翻译类职位,260501
旅游,280000,旅游服务,280100,旅游服务,280199
旅游,280000,旅游服务,280100,计调,280101
旅游,280000,旅游服务,280100,签证专员,280102
旅游,280000,旅游服务,280100,导游,280104
旅游,280000,旅游服务,280100,预定票务,280105
旅游,280000,旅游服务,280100,讲解员,280106
旅游,280000,旅游产品开发/策划,280200,旅游产品开发/策划,280299
旅游,280000,旅游产品开发/策划,280200,旅游产品经理,280201
旅游,280000,旅游产品开发/策划,280200,旅游策划师,280202
旅游,280000,其他旅游职位,280300,其他旅游职位,280301
服务业,290000,餐饮,290200,奶茶店店员,290223
服务业,290000,餐饮,290200,水台,290224
服务业,290000,餐饮,290200,烘焙师,290225
服务业,290000,餐饮,290200,餐饮,290299
服务业,290000,餐饮,290200,后厨,290208
服务业,290000,餐饮,290200,配菜打荷,290209
服务业,290000,餐饮,290200,茶艺师,290210
服务业,290000,餐饮,290200,西点师,290211
服务业,290000,餐饮,290200,餐饮学徒,290212
服务业,290000,餐饮,290200,面点师,290213
服务业,290000,餐饮,290200,行政总厨,290214
服务业,290000,餐饮,290200,厨师长,290215
服务业,290000,餐饮,290200,传菜员,290216
服务业,290000,餐饮,290200,洗碗工,290217
服务业,290000,餐饮,290200,凉菜厨师,290218
服务业,290000,餐饮,290200,中餐厨师,290219
服务业,290000,餐饮,290200,西餐厨师,290220
服务业,290000,餐饮,290200,日料厨师,290221
服务业,290000,餐饮,290200,烧烤师傅,290222
服务业,290000,餐饮,290200,收银,290201
服务业,290000,餐饮,290200,服务员,290202
服务业,290000,餐饮,290200,厨师,290203
服务业,290000,餐饮,290200,咖啡师,290204
服务业,290000,餐饮,290200,送餐员,290205
服务业,290000,餐饮,290200,餐饮店长,290206
服务业,290000,餐饮,290200,领班,290207
服务业,290000,酒店,290100,礼仪/迎宾/接待,290107
服务业,290000,酒店,290100,前厅经理,290115
服务业,290000,酒店,290100,客房经理,290116
服务业,290000,酒店,290100,酒店前台,290102
服务业,290000,酒店,290100,客房服务员,290103
服务业,290000,酒店,290100,酒店经理,290104
服务业,290000,零售,290300,督导/巡店,290305
服务业,290000,零售,290300,陈列员,290306
服务业,290000,零售,290300,理货员,290307
服务业,290000,零售,290300,防损员,290308
服务业,290000,零售,290300,卖场经理,290309
服务业,290000,零售,290300,促销员,290311
服务业,290000,零售,290300,导购,290302
服务业,290000,零售,290300,店员/营业员,290303
服务业,290000,零售,290300,门店店长,290304
服务业,290000,美容保健,290800,纹绣师,210407
服务业,290000,美容保健,290800,美体师,210408
服务业,290000,美容保健,290800,美发学徒,210409
服务业,290000,美容保健,290800,美容店长,210410
服务业,290000,美容保健,290800,足疗师,210411
服务业,290000,美容保健,290800,按摩师,210412
服务业,290000,美容保健,290800,美睫师,210413
服务业,290000,美容保健,290800,发型师,210607
服务业,290000,美容保健,290800,美甲师,210608
服务业,290000,美容保健,290800,化妆师,210609
服务业,290000,美容保健,290800,养发师,290801
服务业,290000,美容保健,290800,美容师,210405
服务业,290000,运动健身,210600,健身,210699
服务业,290000,运动健身,210600,救生员,210613
服务业,290000,运动健身,210600,瑜伽老师,210601
服务业,290000,运动健身,210600,游泳教练,210603
服务业,290000,运动健身,210600,美体教练,210604
服务业,290000,运动健身,210600,舞蹈老师,210605
服务业,290000,运动健身,210600,健身教练,210606
服务业,290000,婚礼/花艺,290700,花艺师,290701
服务业,290000,婚礼/花艺,290700,婚礼策划,290702
服务业,290000,宠物服务,290600,宠物美容,290601
服务业,290000,宠物服务,290600,宠物医生,290602
服务业,290000,安保/家政/维修,290500,保安,290105
服务业,290000,安保/家政/维修,290500,保洁,290106
服务业,290000,安保/家政/维修,290500,保姆,290108
服务业,290000,安保/家政/维修,290500,月嫂,290109
服务业,290000,安保/家政/维修,290500,育婴师,290110
服务业,290000,安保/家政/维修,290500,护工,290111
服务业,290000,安保/家政/维修,290500,地铁安检,290112
服务业,290000,安保/家政/维修,290500,手机维修,290113
服务业,290000,安保/家政/维修,290500,家电维修,290114
服务业,290000,安保/家政/维修,290500,保安经理,290117
服务业,290000,安保/家政/维修,290500,产后康复师,290118
服务业,290000,安保/家政/维修,290500,钟点工,290119
服务业,290000,安保/家政/维修,290500,押运员,290120
服务业,290000,安保/家政/维修,290500,消防中控员,290121
服务业,290000,安保/家政/维修,290500,保洁经理,290122
服务业,290000,其他服务业职位,290400,网吧网管,290313
服务业,290000,其他服务业职位,290400,其他服务业职位,290401
生产制造,300000,环保,300900,环保工程师,300901
生产制造,300000,环保,300900,环评工程师,300902
生产制造,300000,环保,300900,EHS工程师,300903
生产制造,300000,环保,300900,碳排放管理师,300904
生产制造,300000,环保,300900,环境检测员,300905
生产制造,300000,生产营运,300100,生产营运,300199
生产制造,300000,生产营运,300100,厂长,300101
生产制造,300000,生产营运,300100,生产总监,300102
生产制造,300000,生产营运,300100,车间主任,300103
生产制造,300000,生产营运,300100,生产组长/拉长,300104
生产制造,300000,生产营运,300100,生产员,300105
生产制造,300000,生产营运,300100,生产设备管理,300106
生产制造,300000,生产营运,300100,生产计划管理,300107
生产制造,300000,生产营运,300100,生产跟单,300108
生产制造,300000,质量安全,300200,质检员,300208
生产制造,300000,质量安全,300200,质量管理/测试,300201
生产制造,300000,质量安全,300200,可靠度工程师,300202
生产制造,300000,质量安全,300200,故障分析师,300203
生产制造,300000,质量安全,300200,认证工程师,300204
生产制造,300000,质量安全,300200,体系工程师,300205
生产制造,300000,质量安全,300200,审核员,300206
生产制造,300000,质量安全,300200,生产安全员,300207
生产制造,300000,质量安全,300200,汽车质量工程师,230109
生产制造,300000,新能源,300800,电池工程师,300801
生产制造,300000,新能源,300800,电机工程师,300802
生产制造,300000,新能源,300800,线束设计,300803
生产制造,300000,新能源,300800,充电桩设计,300804
生产制造,300000,汽车制造,230100,汽车设计,230101
生产制造,300000,汽车制造,230100,车身/造型设计,230102
生产制造,300000,汽车制造,230100,底盘工程师,230103
生产制造,300000,汽车制造,230100,动力系统工程师,230105
生产制造,300000,汽车制造,230100,汽车电子工程师,230106
生产制造,300000,汽车制造,230100,汽车零部件设计,230107
生产制造,300000,汽车制造,230100,汽车项目管理,230108
生产制造,300000,汽车制造,230100,内外饰设计工程师,230110
生产制造,300000,汽车制造,230100,总装工程师,230210
生产制造,300000,汽车服务,230200,汽车服务顾问,230203
生产制造,300000,汽车服务,230200,汽车维修,230204
生产制造,300000,汽车服务,230200,汽车美容,230205
生产制造,300000,汽车服务,230200,汽车定损理赔,230206
生产制造,300000,汽车服务,230200,二手车评估师,230207
生产制造,300000,汽车服务,230200,4S店店长/维修站长,230208
生产制造,300000,汽车服务,230200,汽车改装工程师,230209
生产制造,300000,机械设计/制造,300300,机械设计/制造,300399
生产制造,300000,机械设计/制造,300300,热设计工程师,100813
生产制造,300000,机械设计/制造,300300,精益工程师,100815
生产制造,300000,机械设计/制造,300300,机械工程师,300301
生产制造,300000,机械设计/制造,300300,机械设计师,300302
生产制造,300000,机械设计/制造,300300,机械设备工程师,300303
生产制造,300000,机械设计/制造,300300,机械维修/保养,300304
生产制造,300000,机械设计/制造,300300,机械制图,300305
生产制造,300000,机械设计/制造,300300,机械结构工程师,300306
生产制造,300000,机械设计/制造,300300,工业工程师,300307
生产制造,300000,机械设计/制造,300300,工艺/制程工程师,300308
生产制造,300000,机械设计/制造,300300,材料工程师,300309
生产制造,300000,机械设计/制造,300300,机电工程师,300310
生产制造,300000,机械设计/制造,300300,CNC/数控,300311
生产制造,300000,机械设计/制造,300300,冲压工程师,300312
生产制造,300000,机械设计/制造,300300,夹具工程师,300313
生产制造,300000,机械设计/制造,300300,模具工程师,300314
生产制造,300000,机械设计/制造,300300,焊接工程师,300315
生产制造,300000,机械设计/制造,300300,注塑工程师,300316
生产制造,300000,机械设计/制造,300300,铸造/锻造工程师,300317
生产制造,300000,化工,300400,化工项目经理,300407
生产制造,300000,化工,300400,化工工程师,300401
生产制造,300000,化工,300400,实验室技术员,300402
生产制造,300000,化工,300400,化学分析,300403
生产制造,300000,化工,300400,涂料研发,300404
生产制造,300000,化工,300400,化妆品研发,300405
生产制造,300000,化工,300400,食品/饮料研发,300406
生产制造,300000,服装/纺织/皮革,300500,服装/纺织设计,300501
生产制造,300000,服装/纺织/皮革,300500,面料辅料开发,300507
生产制造,300000,服装/纺织/皮革,300500,打样/制版,300509
生产制造,300000,服装/纺织/皮革,300500,服装/纺织/皮革跟单,300510
生产制造,300000,技工/普工,300600,普工/操作工,300601
生产制造,300000,技工/普工,300600,挖掘机司机,300634
生产制造,300000,技工/普工,300600,叉车工,300602
生产制造,300000,技工/普工,300600,铲车司机,300603
生产制造,300000,技工/普工,300600,焊工,300604
生产制造,300000,技工/普工,300600,氩弧焊工,300605
生产制造,300000,技工/普工,300600,电工,300606
生产制造,300000,技工/普工,300600,木工,300608
生产制造,300000,技工/普工,300600,油漆工,300609
生产制造,300000,技工/普工,300600,车工,300610
生产制造,300000,技工/普工,300600,磨工,300611
生产制造,300000,技工/普工,300600,铣工,300612
生产制造,300000,技工/普工,300600,钳工,300613
生产制造,300000,技工/普工,300600,钻工,300614
生产制造,300000,技工/普工,300600,铆工,300615
生产制造,300000,技工/普工,300600,钣金工,300616
生产制造,300000,技工/普工,300600,抛光工,300617
生产制造,300000,技工/普工,300600,机修工,300618
生产制造,300000,技工/普工,300600,折弯工,300619
生产制造,300000,技工/普工,300600,电镀工,300620
生产制造,300000,技工/普工,300600,喷塑工,300621
生产制造,300000,技工/普工,300600,注塑工,300622
生产制造,300000,技工/普工,300600,组装工,300623
生产制造,300000,技工/普工,300600,包装工,300624
生产制造,300000,技工/普工,300600,空调工,300625
生产制造,300000,技工/普工,300600,电梯工,300626
生产制造,300000,技工/普工,300600,锅炉工,300627
生产制造,300000,技工/普工,300600,学徒工,300628
生产制造,300000,技工/普工,300600,缝纫工,300629
生产制造,300000,技工/普工,300600,搬运工,300630
生产制造,300000,技工/普工,300600,切割工,300631
生产制造,300000,技工/普工,300600,样衣工,300632
生产制造,300000,技工/普工,300600,模具工,300633
生产制造,300000,其他生产制造职位,300700,其他生产制造职位,300701
其他,200000,其他职位类别,200100,其他职位,200101
